scenario_id,scenario_name,mechanism_id,mechanism_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
SCN-e129968b204e,Uncertainty / Ambiguity Aversion — submitted,BM-029,Uncertainty / Ambiguity Aversion,"still figuring some things out on my end, wanted to flag, nothing major. Talk sono",submitted,'Status Quo Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-001); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-7f83f67e5619,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,Candidate mentioned a conversation with their current manager on last week. Later cited unrelated reason for withdrawal.,client_interview_1,Not identified from current evidence.,Mapping confidence (0.00) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",HUMAN_REVIEWED
SCN-f43235b9ca5f,Uncertainty / Ambiguity Aversion — offer_extended,BM-029,Uncertainty / Ambiguity Aversion,"Hi, comp is fine, just not sure about long term stability here, going to pass. TY",offer_extended,'Loss Aversion' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-002); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=withdrew_post_acceptance. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-db090d71dadb,Status Quo Bias — screened,BM-001,Status Quo Bias,"Candidate surprised by onsite expectation, discussed further with client.",screened,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-720750020b4e,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"wait, is this fully remtoe or do I need to come in sometimes?",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f895eaecb10f,Friction — client_interview_1,BM-006,Friction,"Good afternoon, wait, is this fully remote or do I need to come in sometimes?",client_interview_1,Not identified from current evidence.,Mapping confidence (0.00) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",HUMAN_REVIEWED
SCN-6f9865a6ef02,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Good afternoon, can you claarify how many days onsite are expected?",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-1119472819dc,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Clarified work arrangement with candidate, some confuison from job posting language.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8fb462f7d1c3,Confirmation Bias — client_interview_1,BM-014,Confirmation Bias,"Clarified work arrangement with candidate, some confuison from job posting language.",client_interview_1,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-dc579b4073cb,Confirmation Bias — client_interview_1,BM-014,Confirmation Bias,"Hey, can you clarify...",client_interview_1,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-93be283389dd,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Candidate surprised by onsite expectation, discussed further with client.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6ddc68b6d0c3,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,"Good morning, wait, is this fulyl remote or do I need to come in sometimes?",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-65ccb9ca0cef,Status Quo Bias — client_interview_1,BM-001,Status Quo Bias,The onsite requirement doesn't work wih...,client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=declined_offer. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-ff21eafe7c24,Commitment / Consistency — unknown,BM-020,Commitment / Consistency,"Hello, great, see you then. Best",unknown,'Self-Consistency' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-019); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-af697952c537,Friction — client_interview_2,BM-006,Friction,Candidate confirmed all onboarding steps complete.,client_interview_2,'Default Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-025); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-bf73597c63dc,Choice Overload — client_interview_1,BM-005,Choice Overload,"Candidate mentioned competing process, seems to be weighing both. Wiill follow up early next week.",client_interview_1,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-b0a675ca577d,Status Quo Bias — submitted,BM-001,Status Quo Bias,can you clarify how many days onsite are expected?,submitted,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-79a847e62049,Confirmation Bias — submitted,BM-014,Confirmation Bias,can you clarify how many days onsite are expected?,submitted,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6b4e554679dd,Confirmation Bias — client_interview_1,BM-014,Confirmation Bias,can you clarify how many days onnsite are expected?,client_interview_1,'Cognitive Dissonance' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-015); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
