evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-685e9366f1b0,APP-02059,LOG-014418,2025-05-03 00:00:00,candidate_message,candidate_facing,"Good morning, trying to work out my notice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,,Post-interview check-in witth candidate - they felt it went fine.,2.5,0.6,pending,
EV-4ac4c9c48a1b,APP-02059,LOG-014418,2025-05-03 00:00:00,candidate_message,candidate_facing,"Good morning, trying to work out my notice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,,Post-interview check-in witth candidate - they felt it went fine.,2.5,0.6,pending,
EV-346b13c105c4,APP-02059,LOG-014420,2025-05-22 00:00:00,candidate_message,candidate_facing,"trying to work out my nottice period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Post-interview check-in witth candidate - they felt it went fine.,Discussed notice period - candidate's current employer requesting logner transition. Noted for the file.,3.6,0.6,pending,
EV-e2ef9428ccc6,APP-02059,LOG-014420,2025-05-22 00:00:00,candidate_message,candidate_facing,"trying to work out my nottice period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Post-interview check-in witth candidate - they felt it went fine.,Discussed notice period - candidate's current employer requesting logner transition. Noted for the file.,3.6,0.6,pending,
EV-d88838c07bd0,APP-02059,LOG-014421,2025-05-22 00:00:00,recruiter_note,internal,Discussed notice period - candidate's current employer requesting logner transition. Noted for the file.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"trying to work out my nottice period, might push the start date a bit.",Working with candidate and client to adjust start date around notice period.,6.6,0.75,pending,
EV-4c48b593a2f2,APP-02059,LOG-014422,2025-05-26 00:00:00,recruiter_note,internal,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Discussed notice period - candidate's current employer requesting logner transition. Noted for the file.,Worknig with candidate and client to adjust start date around notice period.,4.3,0.6,pending,
EV-e9b5e3c0e778,APP-02059,LOG-014423,2025-06-04 00:00:00,recruiter_note,internal,Worknig with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Working with candidate and client to adjust start date around notice period.,Working with candidate and client to adjust start date around notice period.,4.9,0.6,pending,
EV-256a5ea646ab,APP-02059,LOG-014424,2025-06-12 00:00:00,recruiter_note,internal,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,Worknig with candidate and client to adjust start date around notice period.,"my current employer wants one weeks notice, is that going to be a problem?",9.5,0.6,pending,
EV-f3383195a78f,APP-02059,LOG-014425,2025-06-19 00:00:00,candidate_message,candidate_facing,"my current employer wants one weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Working with candidate and client to adjust start date around notice period.,Working with candidate and client to adjust start date around notice period.,8.8,0.75,pending,
EV-5fbd679f77f9,APP-02059,LOG-014425,2025-06-19 00:00:00,candidate_message,candidate_facing,"my current employer wants one weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,Working with candidate and client to adjust start date around notice period.,Working with candidate and client to adjust start date around notice period.,8.8,0.45,pending,
EV-3ffd4cf9da09,APP-02059,LOG-014426,2025-06-23 00:00:00,recruiter_note,internal,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"my current employer wants one weeks notice, is that going to be a problem?",,8.8,0.6,pending,
EV-82e84ecffd28,APP-02061,LOG-014432,2024-03-31 00:00:00,candidate_message,candidate_facing,"tihngs came up at my current job, need a bit more time to think. Thanks!",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,Candidate mentioned current employer reached out. Sounded less cetain today. No action needed at this time.,4.2,0.75,pending,
EV-c7bc77e4860f,APP-02061,LOG-014432,2024-03-31 00:00:00,candidate_message,candidate_facing,"tihngs came up at my current job, need a bit more time to think. Thanks!",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,,Candidate mentioned current employer reached out. Sounded less cetain today. No action needed at this time.,4.2,0.6,pending,
EV-00f26b501d29,APP-02061,LOG-014433,2024-04-23 00:00:00,recruiter_note,internal,Candidate mentioned current employer reached out. Sounded less cetain today. No action needed at this time.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"tihngs came up at my current job, need a bit more time to think. Thanks!","tings came up at my current job, need a bit more time to think. Talk soon",3.3,0.75,pending,
EV-fd3666ad7b9e,APP-02061,LOG-014434,2024-04-26 00:00:00,candidate_message,candidate_facing,"tings came up at my current job, need a bit more time to think. Talk soon",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Candidate mentioned current employer reached out. Sounded less cetain today. No action needed at this time.,"Candidate hedging on timeline, referenced an internal conversation at current job. No action needed at this time.",8.8,0.75,pending,
EV-300eb8785353,APP-02061,LOG-014434,2024-04-26 00:00:00,candidate_message,candidate_facing,"tings came up at my current job, need a bit more time to think. Talk soon",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,Candidate mentioned current employer reached out. Sounded less cetain today. No action needed at this time.,"Candidate hedging on timeline, referenced an internal conversation at current job. No action needed at this time.",8.8,0.6,pending,
EV-b61d8ecd7bfd,APP-02061,LOG-014435,2024-05-02 00:00:00,recruiter_note,internal,"Candidate hedging on timeline, referenced an internal conversation at current job. No action needed at this time.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"tings came up at my current job, need a bit more time to think. Talk soon","got pulled ito a conversation with my currennt company, will update you soon.",5.7,0.75,pending,
EV-097d217d47de,APP-02062,LOG-014437,2025-04-14 00:00:00,recruiter_note,internal,"Candidate asked about contract length/conversion path, gave what info we have. Nothign further to add right now.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,,"Hello, just want to uderstand how stable this assignment is before I commit.",12.0,0.6,pending,
EV-fd04b9b1b34b,APP-02062,LOG-014438,2025-04-18 00:00:00,candidate_message,candidate_facing,"Hello, just want to uderstand how stable this assignment is before I commit.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,"Candidate asked about contract length/conversion path, gave what info we have. Nothign further to add right now.",just want to understand how sttable this assignment is before I commit.,61.4,0.6,pending,
EV-0782e8d10242,APP-02062,LOG-014441,2025-05-14 00:00:00,recruiter_note,internal,"FYI, candidate asked about contract length/conversion path, gave what info we have.",job_security_concern,Candidate asks about role stability or long-term security.,moderate,Discussed typical assignment duration at this client with candidate.,just want to understand how stable this assignment is before I commit.,65.9,0.6,pending,
EV-95e6d36d3566,APP-02062,LOG-014442,2025-05-15 00:00:00,candidate_message,candidate_facing,just want to understand how stable this assignment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,moderate,"FYI, candidate asked about contract length/conversion path, gave what info we have.",just want to unnderstand how stable this assignment is before I commit.,5.6,0.6,pending,
EV-245bd8a1ca4f,APP-02062,LOG-014443,2025-05-23 00:00:00,candidate_message,candidate_facing,just want to unnderstand how stable this assignment is before I commit.,job_security_concern,Candidate asks about role stability or long-term security.,moderate,just want to understand how stable this assignment is before I commit.,"Good morning, is this role likely to convert to permanent, or stay contrat long term?",65.3,0.6,pending,
EV-cc586c7577f1,APP-02062,LOG-014444,2025-05-26 00:00:00,candidate_message,candidate_facing,"Good morning, is this role likely to convert to permanent, or stay contrat long term?",job_security_concern,Candidate asks about role stability or long-term security.,moderate,just want to unnderstand how stable this assignment is before I commit.,"Note: candidate asked about contract length/conversion path, gave what info we have.",67.0,0.6,pending,
EV-54fbac208dce,APP-02062,LOG-014444,2025-05-26 00:00:00,candidate_message,candidate_facing,"Good morning, is this role likely to convert to permanent, or stay contrat long term?",candidate_questions,Candidate asks a direct question.,weak,just want to unnderstand how stable this assignment is before I commit.,"Note: candidate asked about contract length/conversion path, gave what info we have.",67.0,0.45,pending,
