evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-cad37e4fee39,APP-01772,"Good morning, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-93efaecb146f,APP-01772,"sounds good, thnk you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-bb01e2a372b3,APP-01772,"sounds good, thank you!",responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-907e95a827cd,APP-01773,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-5fd4aee23128,APP-01773,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-f6f4e3e3cf5d,APP-01775,"Quick note - clarified work arrangement with candidate, some confusino from job posting language. Keeping an eye on this one.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-3f219694e3af,APP-01775,"Quick note - clarified work arrangement with candidate, some confusino from job posting language. Keeping an eye on this one.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-1293dea49b7e,APP-01775,"Per today's call, candidate surprised by onsite expectation, discussed further wih client. Flagging for visibility.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-bedc2597fc2f,APP-01775,"wait, is this fluly remote or do I need to come in sometimes? Thanks",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-946a0f51b8cc,APP-01775,can you clarify how many dayys onsite are expected?,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-52b4b11281fa,APP-01775,can you clarify how many dayys onsite are expected?,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-58343d765068,APP-01775,can you clarify how many dayys onsite are expected?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-56907485168d,APP-01775,"Candidate surprised by onsite expectation, discussed further with client. Noted for the file.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-ec1ccaa1fc4b,APP-01775,"Hey, thought this was hybrid, want to make sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-0adcdd7712c3,APP-01775,"Hey, thought this was hybrid, want to make sure I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-c5555d47ca6a,APP-01776,"my current employer wants two weeks notice, is that going to be a problem? Appreciate it",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-4bbc9ee3c633,APP-01776,Working with candidate and client to adjuts start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-020c855ada06,APP-01776,"trying to work out my notiec period, might push the start date a bit.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-113062b6edc4,APP-01776,"trying to work out my notiec period, might push the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-808b5a85c929,APP-01776,Working with candidate and client to adjust start date around notice period.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-d5a85bd73497,APP-01776,Discussed notice period - candidate's current employer requesting longer transition. Flagging for visibility.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a584f67283f5,APP-01776,"Per today's call, discussed notice peeriod - candidate's current employer requesting longer transition. Will circlle back if anything changes.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-935dae2379ed,APP-01776,"Good morning, my current employer wants three weeks notice, is that goinng to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-6be59cb8bcd4,APP-01776,"Good morning, my current employer wants three weeks notice, is that goinng to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-1b10900bcee2,APP-01776,"Good afternoon, my current employer wats three weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-5a505c880e3f,APP-01776,"Good afternoon, my current employer wats three weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-aa9e193925ba,APP-01776,"my current employer wants one weeks notice, is that going to be a problem?",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-d97bc1aa33b8,APP-01776,"my current employer wants one weeks notice, is that going to be a problem?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-9939a287d2f6,APP-01776,"FYI, working with candidate and client to adjust start date around notice period. Will circle back if anything changes.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-3ccb6cf99609,APP-01776,Woking with candidate and client to adjust start date around notice period. Will check in again in a few days.,joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-6d1d616a7f81,APP-01776,"trying to work out my notice period, might pussh the start date a bit.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-f773193cafcf,APP-01777,ok,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-197427a30b3b,APP-01778,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-31ff15a7bc29,APP-01780,"Discussed candidate's family situation briefly, offered flexibility on start date. No action needed at this time.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,pending,,,,,,
EV-bbe67941e061,APP-01782,sounds good to me.,responsiveness,"Candidate gives a brief, low-elaboration response.",weak,pending,,,,,,
EV-bcceef277212,APP-01782,"Hello, just checking in on next steps. Thaank you",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-d914dfed6608,APP-01782,"Hey, just checking in on nxt steps. Thanks",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-04c6176592df,APP-01782,I won't be moving forward with tis role. Sorry for any inconvenience.,withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,pending,,,,,,
EV-5d704a780877,APP-01783,"really looking forward to getting started, thanks for everything.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-c6331466afa8,APP-01783,"Hey, really looking forward to getting started, thanks for everything. thx!",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-4ec45cf399e7,APP-01783,"Hi, really looking forward to getting started, thanks for everything.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-daf425c6e137,APP-01786,"still figuring soome things out on my end, kind of nothing major.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-2ddfaad48b9f,APP-01786,"still figuring soome things out on my end, kind of nothing major.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-76f48abf1e70,APP-01786,Candidate mentioned a conversation with their current manager on Tuesday's check-in. Later cited unrelated reason for withdrawal. Flagging for visibility.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-2eae2a306487,APP-01786,Candidte said compensation was 'not a concern' but asked abot job securiyt three separate times. Wll check in again in a few days.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-a95c4d6cf041,APP-01786,"FYI, candidate mentioned a conversation wiith their current manager on Tuesday's check-in. Later cited unrelated reason for withdrawal.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-1afdb28dbba9,APP-01786,"stll figuring some things out on my end, not 100% sure but nothing major.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-9aeff85ce3ae,APP-01786,Update - candidate said compensation was 'not a concern' but asked abuot job seecurity three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-35464cc79b35,APP-01786,Candidate said compensation was 'not a concern' but asked abouut job security three separate times.,compensation_concern,Candidate raises a question or concern about compensation.,moderate,pending,,,,,,
EV-4c892a63e20c,APP-01788,Brief call - candidate said manager asked to speak with them again. Will folllow up by end of week. Will circle back if anything changes.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
