evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-f0351fab1648,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-dacbcc856155,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-638d7a279386,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-5f73b0471649,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-1652d4436021,24,24,True,1,False,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 20 distinct applications (>= 8 treated as template-scale)
EV-48de14a40615,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-4b21f6af5b06,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-491119659f71,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-67b8f9e25923,4,4,False,1,False,False,medium,repeated_but_usable,exact text repeated 4x overall
EV-45b4039dc694,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-1da2f907baa9,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-a598ee188864,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-a4cf4d3234f9,31,31,False,1,False,True,medium,likely_template,exact text repeated 31x overall; appears across 28 distinct applications (>= 8 treated as template-scale)
EV-c782f338e718,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-add73770871a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-d0f9d5882081,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-0f983630732e,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-387d4671f700,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-dac65017e7ca,24,24,True,3,True,True,medium,same_application_duplicate,exact text repeated 24x overall; also repeated within the same application; appears across 8 distinct applications (>= 8 treated as template-scale); same source message produced 3 different evidence categories
EV-4e74cfac3004,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3daac752cf48,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-4f194376059c,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-94963cc9608a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-b0668cf17973,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-43d82eca22be,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-7d8f74250338,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-490c65330f64,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-2a334dc2d7e6,4,4,False,1,False,False,high,repeated_but_usable,exact text repeated 4x overall
EV-0d58314d9ecf,3,3,False,1,False,False,high,repeated_but_usable,exact text repeated 3x overall
EV-3b8774d9b2c1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5e1dc906088d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0528309147ea,29,29,True,1,False,True,medium,same_application_duplicate,exact text repeated 29x overall; also repeated within the same application; appears across 23 distinct applications (>= 8 treated as template-scale)
EV-8be090c8d71b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-5f9b1e9923ca,29,29,True,1,False,True,medium,same_application_duplicate,exact text repeated 29x overall; also repeated within the same application; appears across 23 distinct applications (>= 8 treated as template-scale)
EV-b6eebf2f69e1,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-d4c0d6967cd9,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-73343c6b622d,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-23416dda7e08,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-7b9fc152df8e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-15bed95c17c3,33,33,False,1,False,True,medium,likely_template,exact text repeated 33x overall; appears across 26 distinct applications (>= 8 treated as template-scale)
EV-a707d34bfb66,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9a86e8652321,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-8499668cd580,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a38d85d56610,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-a0ca61d36dcd,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-c42b94b59787,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-91db641f354e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-298cd7115198,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-9cd664e36c50,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-a5e1d0b34542,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9f51aed2b6b8,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-0ea5e82b100f,2,2,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-30049de6703b,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-ea34bfa3b0af,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-323ea1aa29e8,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-01a2cc1993df,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-e96adbaf717c,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a67f54d2193f,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-61bd87cb480e,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3449fd1b43a7,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6641fe5478d6,28,28,True,2,True,True,medium,same_application_duplicate,exact text repeated 28x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
